id,name,artists,year,popularity,key,tempo,acousticness,duration_ms,danceability,energy,explicit,instrumentalness,liveness,loudness,mode,speechiness,valence
6UGYIgkzeLp4BQy30B9svV,Anhelo,"[""Adolescent's Orquesta""]",2012,58,8,91.148,0.5,248947,0.74,0.525,0,4.13E-06,0.106,-13.082,1,0.0458,0.804
5SIoLK4aqXc2UzNrhVHwtp,Virgen,"[""Adolescent's Orquesta""]",2012,65,8,90.963,0.725,271727,0.66,0.748,0,0.00065,0.127,-4.855,1,0.044,0.75
2wCRJwiL1WSrW0Dwfco7Nj,Know Who You Are,"[""Auli'i Cravalho"", 'Vai Mahina', ""Olivia Foa'i"", ""Opetaia Foa'i"", 'Matthew Ineleo']",2016,63,11,,0.941,72627,0.16,0.145,0,0.0919,0.103,-20.495,0,0.0359,0.0946
6mb6lVLNrcUgLnEN8QnDJd,How Far I'll Go,"[""Auli'i Cravalho""]",2016,74,1,83.72,0.649,163387,0.571,0.307,0,0,0.178,-10.958,0,0.0499,0.108
32pqqCrnIC5O5iE9c218PJ,How Far I'll Go - Reprise,"[""Auli'i Cravalho""]",2016,63,4,83.197,0.827,87347,0.427,0.449,0,0,0.134,-8.37,1,0.0337,0.231
723paR6LrVISFCXFPf5z57,Above The Clouds Of Pompeii,"[""Bear's Den""]",2014,50,4,100.846,0.851,279453,0.59,0.379,0,0.000979,0.0799,-12.452,1,0.0329,0.138
2v162mDpVPU2tUhKZtgjpV,Sophie,"[""Bear's Den""]",2013,56,11,143.939,0.799,305001,0.586,0.276,0,0.00712,0.192,-13.294,0,0.0323,0.342
64zhFuKM4TwZ0dcKogeKAN,Rêvasseur,"[""Charmaine D'Avis""]",2020,66,2,64.747,0.979,203500,0.176,0.0244,0,0.864,0.0881,-32.609,1,0.0391,0.0932
3wJmcmAh2YAfDSKQR8o1XS,In Your Arms,"[""Chef'Special""]",2014,60,5,92.964,0.646,215269,0.669,0.406,0,1.27E-05,0.112,-12.186,1,0.0501,0.362
0g5zAwZa44obmZybQrYGbu,Él Nos Ama,"[""Christine D'Clario""]",2012,56,7,160.081,0.00788,258640,0.428,0.582,0,3.22E-05,0.362,-5.045,1,0.028,0.113
7BY5JRklkQUu4e0tlZDBy7,Como Dijiste,"[""Christine D'Clario""]",2012,61,6,146.877,0.0157,299600,0.499,0.655,0,0,0.114,-6.576,1,0.0343,0.158
7x6tBBMlzv6OkHfYTYu3FO,Gloria en Lo Alto,"[""Christine D'Clario""]",2012,55,3,99.984,0.0446,300187,0.58,0.587,0,0,0.136,-5.628,1,0.0272,0.26
2RcanAJpudPNDkyIe9DzKS,Really Love,"[""D'Angelo""]",2014,57,4,78.516,0.724,344347,0.638,0.395,0,0.569,0.0761,-11.299,0,0.1,0.316
53l4LGUeZKCDZI1u25kQDN,Sugah Daddy,"[""D'Angelo""]",2014,55,1,92.603,0.0397,302840,0.786,0.547,0,0.272,0.0378,-11.416,1,0.262,0.683
7gQzzsppcAezKh0HFjrG3q,The Charade,"[""D'Angelo""]",2014,58,7,120.08,0.254,200840,0.671,0.733,0,0.218,0.207,-7.88,1,0.0653,0.462
3kBofOTKMUZ62a311eUwvx,Warm (feat. Mia),"[""Dre'es"", 'Mia']",2017,64,8,94.023,0.888,255466,0.662,0.297,1,0.108,0.119,-14.525,1,0.0301,0.434
7eTDwpm5XKKssoMhMbo67y,Home,"[""Dustin O'Halloran""]",2013,56,9,137.139,0.946,160812,0.327,0.0733,0,0.913,0.339,,0,0.04,0.0384
3Lj5SBeJizCKbxkEvSJYb3,We Move Lightly,"[""Dustin O'Halloran""]",2011,41,5,150.234,0.97,193813,0.17,0.138,0,0.826,0.0712,-17.715,0,0.0425,0.0703
0FkLMOUTkSTPSAYkIXQ579,L'amour Toujours (Small Mix),"[""Gigi D'Agostino""]",2014,71,7,139.053,0.0775,242053,0.637,0.878,0,0.0227,0.364,-4.449,1,0.0302,0.742
4cczsBhbMmU2eCnqHLLcSZ,Gee,"[""Girls' Generation""]",2010,45,1,99.988,0.281,201160,0.756,0.93,0,0,0.11,-1.082,0,0.0274,0.737
2WkPfNd237yc0l5KewCDpp,I GOT A BOY,"[""Girls' Generation""]",2013,56,4,97.911,0.0342,271326,0.502,0.863,0,0,0.538,-1.273,0,0.272,0.527
3JaMGQXJmtbAhvgl0nBPPN,Mr.Mr.,"[""Girls' Generation""]",2014,58,4,113.058,0.114,235434,0.701,0.964,0,9.34E-06,0.153,-2.037,0,0.127,0.484
0U9jNoTJeTxXToakhsb7pV,Run Devil Run,"[""Girls' Generation""]",2010,52,11,64.927,0.0596,201920,0.687,0.888,0,2.14E-05,0.181,-2.725,0,0.146,0.791
6o6XlivwGtP1JgQZ8IAwty,The Boys,"[""Girls' Generation""]",2011,49,1,114.983,0.18,226893,0.885,0.94,0,0,0.176,-0.571,0,0.0732,0.927
5wv2XK6ms7KBBVDD1cOwlx,Cool with You,"[""Her's""]",2017,66,0,106.986,0.0124,375656,0.534,0.62,0,0.000736,0.296,-6.775,1,0.0504,0.547
1zFbBrZmJr1Z49HYe84dBg,Harvey,"[""Her's""]",2018,61,9,141.941,0.0735,211165,0.588,0.855,0,0.815,0.128,-6.153,1,0.0372,0.717
5u9cuDcYdOpSRB7fAYXXdp,Marcel,"[""Her's""]",2017,60,9,106.996,0.54,187572,0.625,0.645,0,0.0776,0.347,-5.959,1,0.0278,0.685
7BttFWHvQk5LCj2yOTDf8E,Marcel,"[""Her's""]",2016,53,9,106.99,0.529,187572,0.624,0.65,0,0.0748,0.334,-5.993,1,0.0277,0.655
1XrSjpNe49IiygZfzb74pk,What Once Was,"[""Her's""]",2017,65,3,145.568,0.172,255067,0.526,0.877,0,0.0108,0.223,-4.369,0,0.033,0.436
0nHQAxZgzAcKGRxAsOISTc,Blue (Da Ba Dee),"[""I'm Blue""]",2012,54,7,128.029,0.149,221980,0.807,0.815,0,0,0.333,-5.684,0,0.0395,0.833
1R8kvV2AgNPCA2Pp4Im1Ao,Baby Hotline,"[""Jack Stauber's Micropop""]",2019,65,0,119.973,0.377,291318,0.74,0.357,0,0.047,0.328,-9.921,1,0.0352,0.453
7JTGwb6ug0z15F5roNLE0s,Two Time,"[""Jack Stauber's Micropop""]",2018,66,0,98.512,0.112,139851,0.832,0.346,0,1.29E-05,0.0945,-9.64,1,0.036,0.688
5p684vIzF5LOkmHL3I0tyM,"i'm in love with u, sorry","[""j'san""]",2017,66,5,94.983,0.97,90316,0.578,0.288,0,0.633,0.125,-17.204,1,0.0589,0.276
0M6snxxvLndoUhO2Z1wZau,Make Me Say (feat. Imua Garza),"[""Kimie'"", 'Imua Garza']",2013,45,4,145.093,0.513,194413,0.771,0.439,0,0.032,0.142,-8.142,1,0.0348,0.88
2tB5sTm4Lb8e6U0dNGuqtz,House of the Rising Sun,"[""Lauren O'Connell""]",2012,49,7,170.904,0.507,185263,0.415,0.343,0,0.818,0.349,-13.526,1,0.0321,0.485
49PyCCLOdJi0jHkGyyY2vv,Sonate Pacifique,"[""L'Impératrice"", 'Isaac Delusion']",2014,61,5,99.992,0.629,348945,0.558,0.538,0,0.0198,0.424,-8.853,1,0.0327,0.254
7nZ9CzhiFRPhOQCn7eDSnn,Vanille fraise,"[""L'Impératrice""]",2015,64,7,103.03,0.0399,238183,0.767,0.547,0,0.485,0.0949,-11.458,0,0.0474,0.66
5YPwHHqFhj44Lv0OcPROSj,"Ni Tu Amigo, Ni Tu Amante","[""Los Yonic's""]",2011,48,4,75.744,0.0306,180147,0.418,0.557,0,2.31E-06,0.14,-9.482,1,0.0355,0.565
2pFKuQp8QLsp9Hl3YXuaGo,Cars That Go Boom,"[""L'Trimm""]",2015,66,1,119.903,0.0161,234963,0.953,0.536,0,1.74E-05,0.103,-9.935,1,0.203,0.305
3GoKDP0kBKnsj9SlK1oYVz,Que Ganas de No Verte Nunca Mas,"[""Lupita D'Alessio""]",2011,61,8,129.946,0.263,235293,0.514,0.657,0,0,0.197,-7.125,1,0.0524,0.172
6rv4gfOtrlYFrcu03gZkUW,I Follow You,"[""Melody's Echo Chamber""]",2013,51,9,200.76,0.02,214400,0.222,0.801,0,0.319,0.114,-4.892,0,0.0394,0.685
5Ed2crPH1EuxwI1iUKZlnD,"Champaign, Illinois","[""Old 97's""]",2010,45,5,140.063,0.00232,205387,0.548,0.877,0,9.49E-06,0.223,-5.647,1,0.0348,0.887
29GNq0bPjVrqpISQGwj8Yx,Logo Te Pate,"[""Olivia Foa'i"", ""Opetaia Foa'i"", 'Talaga Steve Sale']",2016,62,11,137.899,0.27,130173,0.73,0.804,0,5.45E-05,0.0699,-7.183,1,0.0636,0.897
6FHUBs8P5qcjpj7C2QHdEq,Tulou Tagaloa,"[""Olivia Foa'i""]",2016,61,2,109.041,0.337,51933,0.271,0.405,0,0.123,0.165,-10.839,1,0.0379,0.188
3qjf2YP8G2RNFanYZDcZUk,RIP (feat. G-Eazy & Drew Love),"[""Olivia O'Brien"", 'G-Eazy', 'Drew Love']",2018,62,5,103.983,0.422,200773,0.728,0.646,1,0,0.0899,-4.387,0,0.0463,0.46
0jllH0usRFD4LJkJnGK9Lf,Complicated,"[""Olivia O'Brien""]",2015,77,7,74.99,0.694,189000,0.657,0.355,0,0.000427,0.123,-12.044,1,0.0714,0.0808
3ze5haYQIPLiNHq3Iahz98,Empty,"[""Olivia O'Brien""]",2017,58,9,118.974,0.0715,208720,0.785,0.528,0,0,0.132,-7.729,0,0.0665,0.184
5648YJgWmV5TSYRdF6Cxl1,Empty,"[""Olivia O'Brien""]",2017,61,9,118.986,0.0869,208400,0.788,0.516,1,0,0.134,-8.533,0,0.0742,0.191
7INsqwNThfLFC9zKK1BYmq,Find What You're Looking For,"[""Olivia O'Brien""]",2016,57,7,120.606,0.544,187220,0.725,0.417,0,0,0.0932,-11.576,1,0.0899,0.551
3HzcPKuTJyMmkWDgzswarl,Fuck Feelings,"[""Olivia O'Brien""]",2017,68,8,104.984,0.264,180693,0.815,0.352,1,0,0.177,-6.563,0,0.044,0.474
6ATgDc6e4sPn84hvJsAmPt,hate u love u,"[""Olivia O'Brien""]",2016,78,6,176.947,0.656,175467,0.407,0.416,0,0,0.0981,-8.915,0,0.174,0.246
36y5E5cxFbz6xU8UqT7Iv7,Love Myself,"[""Olivia O'Brien""]",2019,69,2,99.71,0.602,213960,0.612,0.619,1,0,0.0866,-5.702,1,0.0437,0.469
7ackYDH4UD3BhjPLmXDED0,RIP,"[""Olivia O'Brien""]",2017,60,5,103.816,0.441,206322,0.615,0.571,0,6.40E-06,0.282,-5.4,0,0.136,0.493
7hCr1IIEbIZGG3fR7Gaptc,Tequilawine,"[""Olivia O'Brien""]",2017,62,6,158.736,0.481,206120,0.502,0.58,1,0,0.0815,-7.507,0,0.452,0.348
0AxuvWeoEODrAkPJQ5X0ls,Trust Issues,"[""Olivia O'Brien""]",2016,61,7,92.921,0.0957,189867,0.554,0.362,0,0,0.171,-10.329,1,0.0555,0.147
6YH2r9NyEJTjlRmKOCvxgJ,We Know The Way,"[""Opetaia Foa'i"", 'Lin-Manuel Miranda']",2016,67,9,98.043,0.36,141413,0.689,NA,0,0,0.11,-8.737,1,0.0368,0.391
2fTsxw433lT9uYnIH3ihDU,Aesthetic? (More Like Ass-Pathetic),"[""Panucci's Pizza""]",2015,51,10,123.416,0.959,198741,0.47,0.333,1,7.67E-05,0.28,-6.785,1,0.0377,0.415
3yoGVIY5OrRIBvNA9PYOS7,Naruto Themed Sexting,"[""Panucci's Pizza""]",2015,53,7,181.019,0.823,182240,0.434,0.104,1,4.47E-05,0.113,-14.518,1,0.0341,0.139
6MDTpYxPFL0wtFd0pjfKws,Rhythm Of Love,"[""Plain White T's""]",2010,63,8,171.878,0.356,200200,0.531,0.542,0,0,0.119,-7.721,1,0.0432,0.726
5NSmVuhSf3JxrCewijurpf,The Giving Tree,"[""Plain White T's""]",2013,49,8,151.361,0.832,186433,0.566,0.597,0,0,0.252,-10.814,1,0.037,0.873
58zsLZPvfflaiIbNWoA22O,Human,"[""Rag'n'Bone Man""]",2017,77,11,75.09,0.393,200187,0.602,0.707,0,0,0.165,-4.097,1,0.302,0.554
3AOcpwgy3V2Fwg7B8PZfKl,Creep,"[""Scott Bradlee's Postmodern Jukebox"", 'Haley Reinhart']",2015,60,5,177.334,0.697,283259,0.292,0.359,0,1.85E-05,0.108,-9.043,1,0.0328,0.228
1lTygtixdz83w7yShSunIZ,Dirty Diana,"[""Shaman's Harvest""]",2014,51,1,129.992,0.00145,241920,0.652,0.621,0,0,0.0636,-5.586,1,0.0348,0.0478
4PX6YOc2ysHxiBqwNNca2F,In Chains,"[""Shaman's Harvest""]",2014,55,11,142.145,0.00334,249147,0.464,0.728,0,0,0.218,-5.127,0,0.0372,0.26
0VPmIETYsw3JBnyh4iDjVv,Apollo,"[""Smoove'L""]",2019,70,2,142.866,0.0298,208968,0.622,0.494,1,0,0.149,-8.518,1,0.457,0.166
4mCwspCTPF1aoWUNxsS5aD,Hot Milk,"[""Snail's House""]",2016,61,2,74.992,9.13E-05,246583,0.694,0.582,0,0.0151,0.187,-8.33,1,0.069,0.302
043DDFAWsTNPxgV7VvGfqp,Driver's Seat,"[""Sniff 'n' The Tears""]",2011,47,11,133.051,0.00263,241733,0.745,0.794,0,0.016,0.0921,-8.007,0,0.0383,0.978
5FAtSoItsFeWRCDDyTGHon,Fairlane,"[""The Dirty Guv'nahs""]",2012,45,11,116.016,0.279,223013,0.684,0.772,0,0,0.301,-4.27,1,0.0292,0.731
6X8QMUPr9J36eh9gph3k3C,Drop Baby Drop / Who Loves You Pretty Baby,"[""The Mana'o Company""]",2011,43,9,79.051,0.286,184000,0.678,0.92,0,0,0.0873,,1,0.0396,0.949
7d06uajfr1DZUeKVCaE9BS,I Feel Good About This,"[""The Mowgli's""]",2018,62,7,119.864,0.00428,201528,0.525,0.841,0,0,0.146,-6.053,1,0.0419,0.495
5KQDGl3vAkNGyfvSbaW89E,I'm Good,"[""The Mowgli's""]",2015,60,0,96.042,0.0115,166893,0.612,0.921,0,0,0.166,-5.338,1,0.0705,0.674
5RRWirYSE08FPKD6Mx4v0V,San Francisco,"[""The Mowgli's""]",2013,59,11,93.072,0.0215,173093,0.307,0.847,0,0,0.0783,-4.215,1,0.0551,0.34
2vtYQGFwQV68ezis9XId8d,"Say It, Just Say It","[""The Mowgli's""]",2013,50,6,157.974,0.0656,200080,0.517,NA,0,0,0.157,-5.101,1,0.0572,0.61
4bYRPHqa4EhjaEGuR4ZFrn,Belly of the Deepest Love,"[""Tow'rs""]",2014,49,4,122.987,0.731,381468,0.739,0.303,0,0.000281,0.24,-11.986,1,0.0322,0.0499
62fCkqJnHL7YgxmxZimlLI,No Diablo,"[""Umphrey's McGee""]",2014,48,3,166.027,0.301,253147,0.647,0.56,0,0,0.0616,-7.126,1,0.0318,0.71
5eZaT21ZVGyGHJ8kcwaNxA,"Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)","['""Weird Al"" Yankovic']",2011,51,4,192.042,0.0101,176800,0.59,0.635,0,0,0.0808,-10.261,0,0.13,0.567
4JqQWAr47pGEoaMArpA7Z3,Word Crimes,"['""Weird Al"" Yankovic']",2014,49,7,121.987,0.0118,223120,0.897,0.43,0,0,0.0473,-12.759,1,0.0551,0.964
0FkCbt8AiKnj7HRrS2R2Hi,Bad News,"[""Whitey Morgan and the 78's""]",2010,53,2,87.528,0.0614,317507,0.673,0.658,0,0.00851,0.0741,-7.101,1,0.0266,0.494
6Bvh8a4YhNyqsafMVYlRrd,Me and the Whiskey,"[""Whitey Morgan and the 78's""]",2015,54,2,81.861,0.000347,272074,0.39,0.828,0,0.144,0.128,-5.453,1,0.0284,0.554
6N22Yl2nHPnksP1hu3mxJE,I Don't Belong In This Club,"[""Why Don't We"", 'Macklemore']",2019,64,11,115.036,0.0202,222621,0.797,0.543,0,0,0.0726,-5.744,1,0.0439,0.164
4zRZAmBQP8vhNPf9i9opXt,8 Letters,"[""Why Don't We""]",2018,75,1,88.979,0.649,190027,0.607,0.478,0,0,0.0928,-5.702,0,0.031,0.255
448hSkxDU1sUQQauBWZVcC,Big Plans,"[""Why Don't We""]",2019,69,11,75.014,0.0668,179930,0.693,0.604,0,0,0.114,-5.279,1,0.0427,0.651
7tN0ceaX3JAz6aVtyXn9mn,Chills,"[""Why Don't We""]",2019,73,1,162.919,0.00483,165597,0.615,0.689,0,0,0.177,-5.332,1,0.0658,0.783
6cOm9V2J4ybgsqUDrLaqn6,Come to Brazil,"[""Why Don't We""]",2019,68,4,99.631,0.32,139211,0.546,0.572,0,0,0.208,-5.187,0,0.108,0.42
5GGEJhZ5xjbU7UhSlipuoq,Don't Change,"[""Why Don't We""]",2019,66,10,106.053,0.206,176408,0.794,0.621,0,0,0.103,-4.935,0,0.168,0.237
2N2s2s2w0jmSIPNZcm8Jnr,Hooked,"[""Why Don't We""]",2018,70,1,180.016,0.0941,204907,0.623,0.624,0,0,0.119,-5.469,1,0.0595,0.347
6rsm9NTgl9kKPatf7S1yCS,Talk,"[""Why Don't We""]",2018,65,6,120.002,0.0588,190347,0.795,0.7,0,0,0.0977,-5.221,0,0.107,0.798
54j7EaJPDmSZYcNYvLSJ78,Trust Fund Baby,"[""Why Don't We""]",2018,69,8,163.929,0.0629,184460,0.624,0.785,0,0,0.135,-3.337,1,0.0498,0.593
5AHv9EwEWsUdddO47VGDSN,Unbelievable,"[""Why Don't We""]",2019,70,7,130.013,0.105,189385,0.532,0.66,0,0.000222,0.0996,-7.138,1,0.0825,0.676
1HimGOB6BjOaCQYMIF1xtU,What Am I,"[""Why Don't We""]",2019,77,0,163.862,0.0687,184665,0.614,0.647,0,0,0.104,-4.681,0,0.0524,0.368
0y0XIWLSED0pGkpQS1SpSj,My Gal,['$IMEON'],2020,65,9,88.026,0.0449,62298,0.811,0.521,1,4.18E-06,0.145,-9.279,1,0.2,0.418
3oGbHF3Kdwf3AsRCbBjUxu,Moon & Stars (feat. Maggie Lindemann),"['$NOT', 'Maggie Lindemann']",2020,69,9,84.518,0.606,187587,0.713,0.47,1,1.35E-05,0.306,-8.698,1,0.0864,0.0825
5Kjz86OFAoN6D4kF1BTSEc,Moon & Stars (feat. Maggie Lindemann),"['$NOT', 'Maggie Lindemann']",2020,69,9,84.518,0.606,187587,0.713,0.47,1,1.35E-05,0.306,-8.698,1,0.0864,0.0825
4zrYnAzX1CMRt9SoZdixMz,Human (feat. Night Lovell),"['$NOT', 'Night Lovell']",2020,65,1,146.023,0.336,172253,0.757,0.625,1,0.345,0.129,-7.271,1,0.143,0.389
4yxFC6hIvXlD1YAtbuxcof,Lovely,"['$NOT', 'SUS Valentino']",2018,59,5,87.02,0.872,114547,0.566,NA,1,3.77E-05,0.174,-11.209,1,0.29,0.552
0lB24x4SNbi8lLhUAsdoMO,BERETTA (feat. Wifisfuneral),"['$NOT', 'Wifisfuneral']",2020,64,6,96.004,0.164,160731,0.807,0.564,1,0,0.0804,-7.938,0,0.319,0.225
5Q7mb1K0OF3RkJGy2Zs5fN,BERETTA (feat. Wifisfuneral),"['$NOT', 'Wifisfuneral']",2019,61,6,96.004,0.164,160731,0.807,0.564,1,0,0.0804,-7.938,0,0.319,0.225
3q8ms2oRMFsyxUYYKDiXIP,GOSHA,['$NOT'],2018,65,0,159.873,0.814,120000,0.819,0.462,1,1.62E-05,0.318,-9.638,0,0.485,0.5
4aRqS4w0qWT56NU75UeLYp,Ultimate $uicide,"['$uicideBoy$', 'Denzel Curry']",2016,60,11,128,0.0146,170841,0.809,0.78,1,0,0.0722,-5.126,1,0.0983,0.357
44ApO1Q5s0dXveC0zRlWxi,Obey The Walrus,"['$uicideBoy$', 'Germ']",2017,60,8,149.127,0.016,141819,0.85,0.805,1,0,0.104,-4.541,1,0.233,0.346
2wzpr7E2FkOISAbYQOtPmZ,Slip On A Banana Clip,"['$uicideBoy$', 'Germ']",2017,61,0,140.055,0.0355,137195,0.755,0.788,1,0,0.311,-4.572,1,0.216,0.465
4VsMart0lkjUtyQnmxloK6,$outh $ide $uicide,"['$uicideBoy$', 'Pouya']",2015,69,1,109.997,0.00538,169320,0.797,0.516,1,0.431,0.0728,-6.286,1,0.0831,0.0477
5NXeprz7VhJkG6RgSAqqeO,$outh $ide $uicide,"['$uicideBoy$', 'Pouya']",2015,52,1,109.995,0.00591,169169,0.798,0.529,1,0.394,0.072,-6.327,1,0.074,0.0524
6SMf6mb3kG4pLSnofuuSA0,BREAKDALAW2K16,"['$uicideBoy$', 'Pouya']",2016,54,1,87.015,0.00807,110420,0.761,0.684,1,0,0.117,-8.797,1,0.0819,0.184
6lrOr4Ks7b6B03n0YmKjND,Cold Turkey,"['$uicideBoy$', 'Pouya']",2015,55,1,106.016,0.0216,182334,0.891,0.67,1,0,0.0416,-6.367,1,0.192,0.18
0MsOQYWpwActqMERHaQ3Yg,Muddy Blunts,"['$uicideBoy$', 'Pouya']",2015,61,1,121.922,0.0524,187454,0.881,0.633,1,6.72E-06,0.158,-6.647,0,0.0683,0.335
70nmZhHZLNVYWP4NON41Zw,Runnin' Thru The 7th With My Woadies,"['$uicideBoy$', 'Pouya']",2015,72,8,112.027,0.067,205766,0.526,0.62,1,0.000241,0.139,-7.244,0,0.281,0.187
4jCeguq9rMTlbMmPHuO7S3,Venom,"['$uicideBoy$', 'Shakewell']",2017,62,2,147.988,0.217,123298,0.798,0.624,1,0,0.166,-7.668,1,0.293,0.591
3xPmq4xcdWtAPm4uUO0yUo,Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER),"['$uicideBoy$', 'Travis Barker']",2019,63,11,139.044,0.0552,133617,0.76,0.623,1,0.0044,0.161,-7.803,1,0.213,0.598
41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around",['$uicideBoy$'],2020,82,2,113.978,0.13,168490,0.792,0.512,1,8.82E-05,0.14,-6.875,1,0.0408,0.11
4nutwPQrK56fFmrAMgyPhz,"10,000 Degrees",['$uicideBoy$'],2018,60,1,77.991,0.0193,189109,0.72,0.727,1,0,0.107,-8.16,1,0.221,0.277
1ZKueMWFwl6qPxczBLqJII,122 Days,['$uicideBoy$'],2018,66,6,130.968,0.395,184324,0.763,0.381,1,7.97E-06,0.568,-13.211,1,0.279,0.0976
4yORBk6ZyYsJpnJchyZevc,2nd Hand,['$uicideBoy$'],2017,72,1,139.987,0.0308,123481,0.935,0.429,1,0,0.102,-6.697,1,0.118,0.0769
7EnGzsqQi0bAVGQw8i4WIQ,A Death In The Ocean Would Be Beautiful,['$uicideBoy$'],2015,55,5,122.016,0.0444,118236,0.81,0.524,1,0.714,0.105,-6.705,1,0.0441,0.155
3ljehcUqmUI7BHXpQZnwbh,All Dogs Go To Heaven,['$uicideBoy$'],2020,68,6,75.022,0.274,153652,0.884,0.903,1,0.000372,0.302,-3.672,0,0.2,0.839
2GFcIW9RM5nlKBPDWmW5en,Audubon,['$uicideBoy$'],2017,63,1,84.469,0.136,134974,0.761,0.783,1,1.31E-05,0.791,-5.1,1,0.237,0.691
7wPHEEGn0rWMZEDrDcOaDa,Carrollton,['$uicideBoy$'],2018,70,5,149.995,0.00221,203897,0.844,0.52,1,0.00122,0.7,-10.626,0,0.533,0.289
4XQDrALwqj4J1YPqg58sDV,Champion Of Death,['$uicideBoy$'],2016,64,0,,0.187,116000,0.817,0.911,1,0.00173,0.42,-2.153,1,0.0455,0.34
0JkLImaybz8gfwyyPpslVW,CLYDE (I Hope At Least One Of My Ex-Girlfriends Hears This),['$uicideBoy$'],2015,54,7,100.953,0.122,152137,0.693,0.685,1,0,0.113,-5.276,1,0.0592,0.325
2rfswp5Qafssih52TfVeUl,Dead Batteries,['$uicideBoy$'],2015,64,5,123.997,0.0408,143221,0.88,0.635,1,0.000117,0.0927,-8.214,1,0.0451,0.606
44d4drNqTOl8CuH4Mfh0F7,DIEMONDS,['$uicideBoy$'],2015,62,1,100.113,0.833,192168,0.436,0.17,1,0.00116,0.118,-9.549,1,0.347,0.188
0Xq0JbzlxLGNfdyR9gM5y2,Do You Believe In God?,['$uicideBoy$'],2016,63,0,120.069,0.0388,118073,0.794,0.534,1,1.00E-05,0.555,-5.698,1,0.0509,0.0487
2EcaKs9n4CAdPCvXBuhd8l,Eclipse,['$uicideBoy$'],2016,55,8,104.967,0.279,127922,0.77,0.603,1,0,0.124,-7.354,1,0.0815,0.135
4Tfobc8QPPPKVlk7KKJpYZ,Either Hated Or Ignored,['$uicideBoy$'],2018,60,1,113.027,0.0349,153783,0.738,0.749,1,0,0.0794,-5.727,0,0.0838,0.583
2Bkfvi3pCcwoJwnmd45OnA,Exodus,['$uicideBoy$'],2015,53,2,121.829,0.00641,126224,0.607,0.749,1,7.66E-05,0.234,-4.497,1,0.0728,0.18
3utVfTr2obJnB6bNIaB9h0,Fold,['$uicideBoy$'],2015,52,2,129.975,0.147,164490,0.811,0.573,1,0.000309,0.0996,-7.342,1,0.0867,0.369
240audWazVjwvwh7XwfSZE,For the Last Time,['$uicideBoy$'],2017,61,1,140.078,0.0735,156081,0.844,0.533,1,3.46E-06,0.0953,-9.612,1,0.552,0.23
4AtzZyzf00fxAaJO2LyXiO,For The Last Time,['$uicideBoy$'],2017,67,1,140.07,0.0797,156081,0.843,0.52,1,5.09E-06,0.0944,-9.629,1,0.541,0.231
6yK9kwo8cBoVRNOylq0yNc,FUCKTHEPOPULATION,['$uicideBoy$'],2015,63,0,96.189,0.29,150187,0.818,0.576,1,0,0.105,-7.588,0,0.162,0.285
7u65r2RJtAtjwS3A6myTnW,Gloss Of Blood,['$uicideBoy$'],2015,60,0,119.919,0.217,104211,0.671,0.404,1,0.0241,0.402,-8.075,0,0.0754,0.104
72V0gNzrSDsdOQMuXlwhd4,Hard To Tell,['$uicideBoy$'],2017,61,1,126.047,0.0896,138161,0.846,0.564,1,0.00836,0.219,-7.436,1,0.0983,0.237
2FtlcEcozzOwoDalMVXgh3,I Wanna Be Romanticized,['$uicideBoy$'],2020,64,6,79.003,0.0686,133747,0.69,0.389,1,0,0.0501,-8.96,0,0.127,0.135
7MIQm9nx65DAaeFORu8spX,I Will Celebrate For Stepping On Broken Glass And Slipping On Stomach Soaked Floors,['$uicideBoy$'],2015,52,9,131.959,0.0737,138240,0.754,0.776,1,5.57E-06,0.283,-7.312,1,0.0772,0.639
4SfkdEVtC16VvjCyDvN60N,I'm Done.,['$uicideBoy$'],2017,61,10,99.966,0.0957,158459,0.819,0.862,1,0.00147,0.0853,-6.641,0,0.0647,0.678
4GRFOH8RYHh7X3b9sCUlYs,Kill Yourself,['$uicideBoy$'],2014,52,10,110.065,0.489,174602,0.856,0.709,1,8.26E-05,0.0845,-6.976,0,0.0418,0.406
5XAPpyIoYF3QXP34Hv8Pvx,Kill Yourself (Part III),['$uicideBoy$'],2015,77,5,105.977,0.324,145078,0.753,0.679,1,4.21E-05,0.423,-7.092,0,0.0349,0.19
0fyBYsrmpihh1mfalssDlB,King Tulip,['$uicideBoy$'],2018,61,10,120.838,0.15,185218,0.585,0.579,1,0,0.111,-9.387,0,0.447,0.281
3JnbauRAM5tvB042wbuorJ,Low Key,['$uicideBoy$'],2015,62,5,84.732,0.316,122331,0.551,0.573,1,2.49E-06,0.107,-4.153,1,0.372,0.209
0kCfKToIFZFQQAaSQHcjRL,LTE,['$uicideBoy$'],2015,66,1,106.011,0.0717,133747,0.781,0.493,1,0.586,0.123,-7.649,1,0.0522,0.0383
3bNCifwGPjqeeqzpjrFG9k,Magazine,['$uicideBoy$'],2016,64,8,119.994,0.267,131500,0.881,0.903,1,0.00253,0.109,-0.955,1,0.0813,0.272
