id,name,artists,year,popularity,key,tempo,acousticness,duration_ms,danceability,energy,explicit,instrumentalness,liveness,loudness,mode,speechiness,valence
0mjT194sWauS2YBwxM2ZhS,Suite Bergamasque: Clair de Lune,"['Claude Debussy', 'Inon Barnatan']",2012,53,1,67.978,0.992,314120,0.375,0.00607,0,0.883,0.0562,-29.405,1,0.0501,0.0445
5VXqnaVDKEFazcDt57pcVY,Debussy : Suite bergamasque : III Clair de lune,"['Claude Debussy', 'James Rhodes']",2010,58,1,169.443,0.993,357653,0.367,0.019,0,0.914,0.0698,-28.121,1,0.0542,0.0391
43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie","['Claude Debussy', 'Jean-Yves Thibaudet']",2012,56,7,69.44,0.994,257000,0.296,0.00896,0,0.91,0.0815,-31.948,0,0.0394,0.0673
4Y6tPr7owS5ZcNeTSnPcXf,Pat a Cake,['Claudia Jones'],2015,69,0,85.043,0.588,98638,0.831,0.304,0,0.00225,0.0941,,1,0.047,0.759
4B3PNNSg06yZ6Jj7novC8l,Paloma Ajena,"['Claudio Moran', 'Los Universales']",2010,52,0,199.665,0.18,243973,0.66,0.682,0,0.000102,0.116,-9.322,1,0.0825,0.962
4cpqvZXUBLCL4Na9FuO0Sn,El Toro de Jalisco,['Clave 520'],2019,62,9,114.999,0.545,136376,0.762,0.722,0,0,0.164,-3.904,1,0.0316,0.979
707ayNK8mQkl7VcsyEWMh4,If I Could Make a Living,['Clay Walker'],2010,48,5,156.053,0.18,132413,0.598,0.777,0,0,0.285,-6.751,1,0.0321,0.873
0158TMiGmHyibaDeaUKayX,She Won't Be Lonely Long,['Clay Walker'],2010,62,7,113.002,0.00643,209253,0.635,0.758,0,0,0.229,-5.772,1,0.0243,0.322
3GevD5JYoN7rQXPSaecExb,She Won't Be Lonely Long,['Clay Walker'],2014,47,7,113.002,0.00643,209253,0.635,0.758,0,0,0.229,-5.772,1,0.0243,0.322
7Ihl2uNgZmwaOyp9KRHGsA,Then What?,['Clay Walker'],2010,47,4,176.405,0.169,183707,0.564,0.806,0,0,0.0663,-8.227,1,0.063,0.633
1FkD56SgSNl5SBU6mVMU2i,This Woman and This Man,['Clay Walker'],2010,46,6,147.982,0.0366,262680,0.586,0.581,0,0,0.0428,-9.19,0,0.0345,0.46
3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),"['Clean Bandit', 'Demi Lovato']",2018,72,11,104.966,0.0357,222707,0.74,0.622,0,4.85E-05,0.356,-4.608,0,0.0446,0.556
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"['Clean Bandit', 'Demi Lovato']",2018,77,11,105.005,0.0441,222653,0.737,0.636,0,6.66E-05,0.35,-4.546,0,0.0437,0.565
0am001WwFBVGDGLwRh3ixi,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",2014,60,11,120.97,0.162,227833,0.799,0.586,0,2.03E-06,0.193,-6.735,1,0.0377,0.549
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",2014,72,11,120.97,0.162,227833,0.799,0.586,0,2.03E-06,0.193,-6.735,1,0.0377,0.549
59swFMbWuPBEJLnJyUGo2Q,Real Love,"['Clean Bandit', 'Jess Glynne']",2014,47,0,124.987,0.0834,219692,0.63,0.848,0,4.34E-06,0.205,-4.592,1,0.0428,0.551
0Ult84lvFuqNvbyXwyRQ58,I Miss You (feat. Julia Michaels),"['Clean Bandit', 'Julia Michaels']",2018,75,0,105.002,0.299,205987,0.693,0.624,0,7.64E-06,0.0955,-7.482,0,0.0448,0.369
7py16W5fWYLFFS6BElKAjn,Tears (feat. Louisa Johnson),"['Clean Bandit', 'Louisa']",2016,64,5,130.037,0.0431,225915,0.605,0.77,0,0,0.159,-3.645,0,0.0446,0.298
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",2016,76,9,101.965,0.406,251088,0.72,0.763,0,0,0.18,-4.068,0,0.0523,0.742
1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",2017,77,0,122.863,0.259,212459,0.707,0.629,0,1.60E-05,0.138,-4.581,0,0.0563,0.457
72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",2018,74,0,122.956,0.239,212733,0.715,0.605,0,1.41E-05,0.189,-5.128,0,0.0428,0.454
4JCQ2ZHe3vACPQo0ABVfEH,At the Mercy of the Waves,['Clem Leek'],2010,58,4,136.692,0.96,299680,0.207,0.387,0,0.97,0.751,-22.162,1,0.0825,0.0542
7tZku9Vp402YZ4wW2UYLU3,Bless Those Tired Eyes,['Clem Leek'],2013,51,10,136.903,0.889,232221,0.301,0.198,0,0.871,0.104,-18.721,0,0.0314,0.04
6IhFOgNP7YeQ3PoI8kcRLn,You’re So Very Far Away,['Clem Leek'],2011,52,9,137.049,0.949,179000,0.311,0.109,0,0.882,0.127,-17.777,1,0.0347,0.0775
2kFKIFc5RSTlhuGed6ZNZ7,hometown,['cleopatrick'],2017,61,7,139.163,0.000621,256072,0.315,0.826,0,0.000669,0.0703,-4.315,0,0.0644,0.359
45nNKzH7nKMfyFhUUqdyGY,Decumbent,['Clifford Solum'],2019,63,7,133.866,0.992,191250,0.196,0.027,0,0.799,0.102,-29.634,1,0.0491,0.0359
1ZUwoCWz8rJqzBTwtdscPN,Leaving Earth,['Clint Mansell'],2012,53,4,39.369,0.662,123720,0.276,0.289,0,0.982,0.0963,-14.322,0,0.0339,0.0805
58qX77t2VWMWcycsh9zKLc,i don't want to watch the world end with someone else,['Clinton Kane'],2020,68,2,154.163,0.771,184505,0.535,0.359,0,0,0.111,-9.343,1,0.0607,0.488
4gVZhkcsZcwQ4mU1gEeXEO,Don't Forget About Me,['CLOVES'],2015,63,5,126.063,0.822,268854,0.494,0.243,0,0.00225,0.147,-9.083,0,0.0316,0.0722
0ni8h8HAJNFwuL9cMWR9XN,The Regulator,['Clutch'],2011,48,7,89.993,0.115,325027,0.566,0.706,0,2.40E-05,0.147,-5.509,1,0.0376,0.211
0kKOC50fPTnqmrYvtJInsT,Nepenthe,['Clyde Boudreaux'],2020,68,9,67.818,0.993,151750,0.133,0.00512,0,0.851,0.0954,-33.295,1,0.038,0.0495
5l6xr4PINeDNGemLJp3gLu,Slow Down,"['Clyde Carson', 'The Team']",2012,54,8,101.068,0.0995,220987,0.813,NA,1,2.08E-06,0.273,-6.584,1,0.0658,0.158
4ttnkDJFfE26vmPelQUSI7,Hollow Man,['C-Mob'],2014,47,11,121.009,0.109,297507,0.843,0.848,1,0,0.0714,-5.492,0,0.24,0.287
6SSJcmQgBEvHqqCivyVfqG,Down For My Niggaz,"['C-Murder', 'Magic', 'Snoop Dogg']",2010,48,6,91.023,0.0475,NA,0.821,0.856,1,0,0.347,-3.172,0,0.266,0.533
0P0UtGDZpUMWoFCuDTn78K,Honey Boo,"['CNCO', 'Natti Natasha']",2020,76,0,170.037,0.153,206987,0.803,0.642,0,1.76E-06,0.14,-3.759,1,0.217,0.856
1XgpK29CGGjZnxPYkiRbh4,Hey DJ,"['CNCO', 'Yandel']",2018,70,5,90.006,0.0317,206920,0.798,0.809,0,0,0.214,-6.152,1,0.0839,0.471
3AEZUABDXNtecAOSC1qTfo,Reggaetón Lento (Bailemos),['CNCO'],2016,74,4,93.974,0.4,222560,0.761,0.838,0,0,0.176,-3.073,0,0.0502,0.71
0YhRiaZFi8amEL2jRtVylQ,Dive,['Coast Modern'],2017,58,7,106.944,0.0192,208307,0.687,0.949,0,0,0.118,-4.63,0,0.0443,0.757
5M7IGym8CgSVOMNvDAGheL,Guru,['Coast Modern'],2017,64,3,140.022,0.231,204067,0.76,0.674,0,0.0027,0.0728,-6.425,1,0.0411,0.797
2dq863fgcwToMdBxaPlyyT,Hollow Life,['Coast Modern'],2017,58,8,118.937,0.00298,237880,0.634,0.743,0,1.96E-06,0.0442,-4.039,1,0.0392,0.243
16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),"['Cobra Starship', 'Sabi']",2011,68,7,131.959,0.0191,215693,0.668,0.857,0,6.71E-06,0.0385,-2.944,0,0.0535,0.748
2vjmUmO71XEDuitvK4sxRM,Middle Finger (feat. Mac Miller),['Cobra Starship'],2011,44,11,135.92,0.0229,212130,0.677,0.823,1,0,0.172,-4.025,0,0.0293,0.705
2TC0UrhFXiJWH5HWO9bUVq,Hatchback,['Cochise'],2019,65,2,78.005,0.0232,149145,0.734,0.693,0,0,0.225,-6.227,0,0.056,0.332
6OYhXMCDHZ2FYJ7wozgob4,Guardian Angel,"['Coco Jones', 'Tyler James Williams']",2012,45,1,132.031,0.0127,222133,0.564,0.934,0,0,0.301,-6.37,1,0.203,0.329
0kjoJgSi8k6B7pUGyoS32e,Let It Shine,"['Coco Jones', 'Tyler James Williams']",2012,44,5,182.916,0.0022,173053,0.35,0.952,0,0,0.386,-4.043,1,0.242,0.529
33pEKWX4isAp2xAp82gzbj,Me And You,"['Coco Jones', 'Tyler James Williams']",2012,50,2,92.015,0.183,216600,0.619,0.894,0,9.48E-06,0.172,-5.127,1,0.0457,0.676
3BSPKTravgBDjmuG1rIXvw,BLOODY STREAM,['Coda'],2013,68,8,129.999,0.0086,261920,0.274,0.903,0,0,0.315,-3.125,1,0.064,0.662
58su4eMhL93HP3Uh4NCDml,If I'd Have Known It Was the Last (Second Position),['Codes In The Clouds'],2011,49,7,106.039,0.00468,112720,0.462,0.249,0,0.896,0.108,-14.157,1,0.0315,0.0481
24gP93dLFid1OYfM1mKmyp,Nothing Else,['Cody Carnes'],2019,61,0,135.813,0.84,393187,0.381,0.161,0,0,0.143,-12.915,1,0.0369,0.356
1uSGO8Ydq3Kc3B5JYLno8j,Run To The Father,['Cody Carnes'],2019,62,0,136.943,0.0512,308000,0.491,0.416,0,0,0.0947,-6.801,1,0.0289,0.0977
7kCyFv5xxb1duTJobelpK1,13 Years,['Cody Jinks'],2012,43,11,132.288,0.264,238880,0.466,0.506,0,0.13,0.102,-7.473,1,0.0296,0.252
27CWvxW5JkvVnIbSzOCph9,A Memory and a Dream,['Cody Jinks'],2012,44,2,106.397,0.0419,187413,0.561,0.644,0,0.00115,0.15,-5.582,1,0.0691,0.55
5ynCKGowYXsQ5yq8ylEwjS,Been Around,['Cody Jinks'],2010,48,7,123.038,0.0496,179453,0.707,0.653,0,0,0.0684,-4.691,1,0.0423,0.64
5X9XScdWmHaX6PGi9aKsSw,Cast No Stones,['Cody Jinks'],2015,58,8,122.965,0.00775,316020,0.498,0.537,0,0.00324,0.105,-6.602,1,0.0292,0.298
3M4qbsN4HbBQsQ7PjHlWqN,David,['Cody Jinks'],2015,56,11,117.012,0.00024,282230,0.545,0.743,0,0.0509,0.0753,-6.755,1,0.0349,0.542
38DNcm40OxQiMmNTFSwWeV,Fast Hand,['Cody Jinks'],2013,59,9,141.866,0.0327,230827,0.637,NA,0,9.27E-05,0.109,-7.868,1,0.0337,0.294
72Fnsr9pkCyXCmY3BS7sbx,Hippies and Cowboys,['Cody Jinks'],2010,68,5,115.081,0.0504,300680,0.698,0.586,0,0,0.295,-5.066,1,0.0278,0.623
5CNOcWpGI6sWQE69A1lCQ7,I'm Not the Devil,['Cody Jinks'],2016,58,1,118.022,0.107,215621,0.593,0.504,0,0.000658,0.119,-6.455,1,0.0261,0.236
35RvjSZR91c4Fnrut7ZFao,Last Call for the Blues,['Cody Jinks'],2010,47,0,75.018,0.282,338693,0.668,0.472,0,0.000153,0.139,-5.881,1,0.0261,0.576
2ibQ2ntPan6aZ09fbc5juH,Less Wise,['Cody Jinks'],2010,46,5,117.455,0.793,188613,0.559,0.122,0,1.41E-06,0.318,-11.983,1,0.0701,0.335
0SF38KDlXNLJAxbYyOMnCy,Loud and Heavy,['Cody Jinks'],2015,73,0,81.978,0.000531,229928,0.502,0.685,0,1.61E-06,0.0923,-5.847,0,0.0283,0.574
0LICHo2lA4ByCHi5hnMUyk,Loveletters and Cigarettes,['Cody Jinks'],2010,45,7,147.447,0.204,243453,0.529,0.561,0,0,0.134,-5.217,1,0.0284,0.337
0v1U24PRkaqgPRq96mDE8k,Mamma Song,['Cody Jinks'],2015,63,10,119.93,0.000621,259361,0.541,0.752,0,0.00131,0.102,-6.133,1,0.0506,0.603
6VChAU4QENeLwf3OaHBJxC,Must Be The Whiskey,['Cody Jinks'],2018,66,3,126.003,0.0915,205333,0.546,0.786,0,8.67E-05,0.168,-5.06,0,0.0401,0.679
6ZPCHQl5bzCBOdMupogB00,No Words,['Cody Jinks'],2016,54,6,144.127,0.0203,217425,0.55,0.656,0,0.0043,0.106,-6.065,1,0.0293,0.25
16mWMgcGZoxzm9KcHUTPOw,Ready for the Times to Get Better,['Cody Jinks'],2015,53,0,86.031,0.0219,176765,0.508,0.662,0,0.018,0.125,-7.349,0,0.0293,0.581
5oRJCwcQvO3rtHEX7nC8PZ,Rock and Roll,['Cody Jinks'],2015,51,7,129.116,0.15,230883,0.707,0.432,0,0.00764,0.0894,-9.748,0,0.0324,0.233
1oARvxg8zok0ouEtYb2RuV,Somewhere in the Middle,['Cody Jinks'],2010,61,10,83.981,0.203,300493,0.589,0.54,0,0,0.0819,-5.056,1,0.0227,0.36
0P6FDXrDuu9lpqKBLSdNWv,Thunderheads,['Cody Jinks'],2012,45,11,108.019,0.0129,248467,0.558,0.864,0,0.0556,0.296,-5.317,1,0.0621,0.658
1hs1EdsJl7WbPflDI37B63,We Get By,['Cody Jinks'],2012,56,2,118.001,0.0392,234240,0.551,0.783,0,0.00067,0.153,-5.886,1,0.0368,0.404
4QWaq7U3fufJjy1rCBm6ds,Ain't Nothin' to It,['Cody Johnson'],2019,60,10,139.977,0.132,202360,0.514,0.618,0,0.00078,0.0921,-5.673,1,0.0268,0.311
0lFIuJQwPjFH9U7ddeSuPq,Cowboy Like Me,['Cody Johnson'],2014,51,2,127.911,0.357,302124,0.563,0.397,0,2.35E-06,0.123,-8.171,1,0.0761,0.583
2g3vpJiqwswGJbUOSkCWqC,Dance Her Home,['Cody Johnson'],2014,60,0,114.048,0.205,174680,0.674,0.892,0,0,0.694,-3.771,1,0.0293,0.889
5S8TnsIYMVrUg1bKxiGf6e,Dear Rodeo,['Cody Johnson'],2019,60,10,146.192,0.00881,254653,0.482,0.654,0,0.000164,0.111,-5.268,1,0.0265,0.353
24Nt4OalWDICkEKVy81X6k,Diamond In My Pocket,['Cody Johnson'],2011,71,7,151.914,0.27,196907,0.546,0.838,0,1.24E-05,0.0841,-3.51,1,0.0319,0.719
11XjmJB7S8IdLYV5UoOfNs,Down By The River,['Cody Johnson'],2011,43,7,108.8,0.359,144475,0.659,0.538,0,0,0.0899,-10.226,1,0.0409,0.607
7d9o30zOO3ukNhb7UJqi7d,Give a Cowboy a Kiss,['Cody Johnson'],2014,52,2,95.992,0.0382,305013,0.594,0.812,0,0,0.157,-5.04,1,0.033,0.56
3RmoC2E0YqBDUepn8KDxhb,Guilty As Can Be,['Cody Johnson'],2011,55,2,92.014,0.193,242720,0.655,0.79,0,0,0.139,-3.836,1,0.0265,0.677
4EETgKkkLxXrsrc0q50K1P,Half a Song,['Cody Johnson'],2016,55,2,197.763,0.219,211507,0.462,0.71,0,2.47E-06,0.0924,-6.474,1,0.0364,0.661
3qrHTum1iqRBRAQwzqOn07,I Ain't Going Nowhere Baby,['Cody Johnson'],2016,52,2,80.934,0.0213,277160,0.504,0.651,0,0.000202,0.246,-6.682,1,0.0281,0.284
4TdCv2H0CVnHY4aTnIUXdb,I Don't Care About You,['Cody Johnson'],2011,48,0,151.989,0.118,238400,0.565,0.745,0,7.11E-05,0.0851,-3.612,1,0.033,0.449
1WFAhQMCbWkYq8dUqPakEM,Kiss Goodbye,['Cody Johnson'],2016,53,7,86.972,0.151,200787,0.617,0.652,0,0,0.107,-5.133,0,0.0293,0.242
3hWp69Hxk5wpjTwu6F1ELv,Lucky,['Cody Johnson'],2014,51,4,112.961,0.0505,186813,0.588,0.873,0,0,0.088,-3.478,1,0.0365,0.752
4rW9EUFaMSNVY8JhbqrB6z,Me and My Kind,['Cody Johnson'],2014,65,2,110.014,0.0835,156200,0.588,0.807,0,0,0.109,-3.426,1,0.0283,0.674
0CWFczodn19J8r9dftuMMH,Never Go Home Again,['Cody Johnson'],2014,57,4,168.003,0.434,252147,0.429,0.675,0,0,0.186,,0,0.0463,0.418
5ggoxc2dhlFjListerctlA,Nothin' on You,['Cody Johnson'],2019,67,6,134.629,0.566,260467,0.358,0.358,0,0.000232,0.104,-7.18,1,0.0307,0.158
3OjNkFFZavF89xvRqWCXmU,On My Way to You,['Cody Johnson'],2019,68,1,157.97,0.327,213307,0.443,0.538,0,4.61E-05,0.0866,-5.477,1,0.0309,0.245
0MbcutYUIQAtgtlLRHS6Cl,Ride With Me,['Cody Johnson'],2011,56,7,97.946,0.177,215600,0.626,0.813,0,0.00065,0.0986,-4.548,1,0.0257,0.461
4QbPdzir5WY3Moq2X0UrG9,Talk To Me Right,['Cody Johnson'],2011,45,2,114.493,0.631,220172,0.708,0.426,0,1.45E-06,0.0993,-12.825,1,0.0287,0.736
2Xjsn4Gi3LAzKvKB9gthXG,Texas Rain,['Cody Johnson'],2011,43,4,182.282,0.33,163515,0.406,0.48,0,0,0.113,-11.646,1,0.0685,0.742
1ltLXh9X0hJzQrRv3HGrLE,The Way She Loves Me,['Cody Johnson'],2011,50,4,141.898,0.88,208880,0.466,0.372,0,0,0.107,-6.564,1,0.0271,0.279
7z97Vh2SJ7OKdO4lON8RyK,There's You,['Cody Johnson'],2011,43,4,157.988,0.728,213438,0.345,0.18,0,0,0.0959,-13.235,1,0.0335,0.306
3Zbfls3XXTyawMvesQic9a,Underneath This Hat,['Cody Johnson'],2011,43,7,149.112,0.343,170365,0.587,0.433,0,0,0.105,-11.87,1,0.0297,0.782
2Q3FtnsddWbcf1FHIeR9Nt,What's Left Of Texas?,['Cody Johnson'],2011,46,2,143.917,0.118,273120,0.516,0.716,0,0,0.255,-3.947,1,0.0286,0.457
4IZOdhEvXYWqh5XAXYzBk3,Wild as You,['Cody Johnson'],2016,61,11,74.979,0.241,186067,0.49,0.644,0,0,0.111,-5.399,1,0.0278,0.49
34SQ0QfLSR316d8KL2zkuZ,With You I Am,['Cody Johnson'],2016,67,7,75.023,0.403,220893,0.559,0.665,0,0,0.14,-6.233,1,0.027,0.397
0GylfGktq0BpgZvo8eRnO9,You Thought I'd Never Be,['Cody Johnson'],2011,42,7,141.597,0.301,233175,0.508,0.39,0,0,0.191,-12.636,1,0.0308,0.499
0mkRjDV6wzXg9rFUL1BEW0,iYiYi (feat. Flo Rida),"['Cody Simpson', 'Flo Rida']",2010,48,5,159.951,0.0395,235800,0.629,0.721,0,0,0.349,-4.299,1,0.0287,0.787
5y2TuOFgwlpztHlqENHQOE,golden thing,['Cody Simpson'],2019,68,4,77.656,0.897,219300,0.375,0.282,0,0.00168,0.0952,-11.761,1,0.0409,0.295
0ccwMrlZONy5yXrirq7lTe,La Da Dee,['Cody Simpson'],2019,72,5,115.954,0.00847,196787,0.657,0.828,0,0,0.326,-5.544,1,0.0728,0.566
15jIpgBlSbxsPVsKPNYkNp,Boyfriend,['COIN'],2017,58,0,150.088,0.016,179013,0.572,0.916,0,9.68E-06,0.208,-4.83,1,0.0576,0.464
5czZkLGepjburbkbEaCfm4,Cemetery,['COIN'],2020,64,9,126.985,0.124,177107,0.652,0.8,0,1.87E-05,0.121,-7.37,1,0.0313,0.933
0X5mtNbqxbiTYkwj0CQc2f,Crash My Car,['COIN'],2020,68,5,183.577,0.00178,188307,0.244,0.645,0,0.00574,0.301,-5.863,1,0.0456,0.529
0nMqu5vN44GNv8UOQxmBJK,Malibu 1992,['COIN'],2017,67,6,147.366,0.0644,341200,0.559,0.32,0,0.132,0.173,-7.694,1,0.0414,0.497
6szw2Y2ywtth0oc7ODN3Tz,Run,['COIN'],2015,54,8,76.481,0.00151,NA,0.497,0.882,0,7.11E-06,0.139,-5.621,1,0.0412,0.922
4djIFfof5TpbSGRZUpsTXq,Talk Too Much,['COIN'],2017,71,4,103.966,0.00947,187133,0.598,0.888,0,0,0.347,-5.119,1,0.0807,0.482
7FX3ZWE70VRjsprg5oeECc,Talk Too Much,['COIN'],2016,59,4,103.972,0.0106,187813,0.598,0.914,0,1.22E-06,0.369,-3.752,1,0.0878,0.531
5YTtTbqxUzJHD3CpbNHerP,Brighter Than The Sun,['Colbie Caillat'],2011,64,9,95.981,0.00952,231213,0.629,0.793,0,1.15E-06,0.218,-5.942,1,0.0346,0.588
42loEE51UDcecom9K8K4ei,I Do,['Colbie Caillat'],2011,61,9,144.877,0.22,173360,0.655,0.877,0,0,0.0785,-5.656,1,0.0329,0.958
6dToZXQLpfPJfZWoRPhY3Q,Never Getting Over You,['Colbie Caillat'],2014,53,4,132.962,0.0835,208493,0.597,0.6,0,0,0.0919,-4.664,1,0.029,0.631
69J73rzjNvo8b9ZwWlL4FS,Never Gonna Let You Down,['Colbie Caillat'],2014,59,0,107.976,0.08,248360,0.646,0.728,0,0,0.19,-6.123,1,0.0327,0.385
6buXDkw3Gv4fQC1OZKUhnR,Try,['Colbie Caillat'],2014,59,1,139.995,0.807,224573,0.603,0.376,0,0,0.108,-9.77,1,0.0288,0.538
3omXshBamrREltcf24gYDC,First,['Cold War Kids'],2014,66,2,78.009,0.0202,200360,0.468,0.692,0,2.39E-06,0.523,-4.015,1,0.0295,0.561
12pdXFcruNcPUbZypKUDgz,Love Is Mystical,['Cold War Kids'],2017,60,7,106.03,0.00462,214360,0.567,0.863,0,4.77E-05,0.207,-5.158,0,0.037,0.722
4RvmQ5qbP5PxgJD0BN4EZK,Miracle Mile,['Cold War Kids'],2013,54,2,142.849,0.00664,180133,0.355,0.867,0,0.554,0.323,-3.144,1,0.0738,0.295
4HXOBjwv2RnLpGG4xWOO6N,Princess of China,"['Coldplay', 'Rihanna']",2011,65,0,84.99,0.00385,239216,0.425,0.69,0,0.0154,0.287,-6.221,1,0.0351,0.233
6XJ2PVp2Vs9G2j5B2Cbbnb,Princess of China - Radio Edit,"['Coldplay', 'Rihanna']",2012,58,9,85.025,0.00171,217575,0.402,NA,0,0.00641,0.191,-5.918,0,0.0361,0.314
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,"['Coldplay', 'Seeb']",2016,69,0,102.034,0.00868,212647,0.565,0.849,0,4.68E-06,0.12,-3.516,0,0.0517,0.427
6f49kbOuQSOsStBpyGvQfA,A Head Full of Dreams,['Coldplay'],2015,66,11,122.979,0.002,223773,0.45,0.92,0,0.0201,0.334,-4.982,1,0.0733,0.0773
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,['Coldplay'],2014,77,6,124.996,0.00713,268467,0.551,0.636,0,0.00203,0.217,-7.125,1,0.0281,0.153
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,['Coldplay'],2015,73,7,111.995,0.00205,263787,0.638,0.924,0,0.000173,0.149,-3.887,1,0.0359,0.529
0FMjqbY3aWo1QDbo3GwXib,Always in My Head,['Coldplay'],2014,64,5,97.544,0.0128,216627,0.499,0.502,0,0.687,0.068,-9.307,1,0.0254,0.0397
3HWDWyIqWuLsTHECx9DvXF,Birds,['Coldplay'],2015,62,0,105.009,0.000315,229093,0.559,0.841,0,0.45,0.0816,-5.584,1,0.0334,0.15
1yqMgZNrevsWMLWfO2PRp5,Charlie Brown,['Coldplay'],2011,65,10,137.986,0.0212,285160,0.43,0.738,0,0.00165,0.33,-7.076,1,0.0375,0.0944
5qfZRNjt2TkHEL12r3sDEU,Everglow,['Coldplay'],2015,67,4,146.099,0.456,282693,0.535,0.445,0,0.0677,0.112,-9.155,1,0.0292,0.136
2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,['Coldplay'],2011,67,9,117.985,0.00193,240796,0.425,0.733,0,0.00922,0.171,-6.883,1,0.0396,0.313
6WF4hzdGXvXd1joERSXJjm,Hurts Like Heaven,['Coldplay'],2011,56,10,89.954,0.01,242253,0.419,0.773,0,0.00418,0.269,-6.187,1,0.0305,0.274
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,['Coldplay'],2015,77,0,89.974,0.255,258827,0.49,0.743,0,7.21E-06,0.3,-5.155,0,0.0409,0.363
6c6W25YoDGjTq3qSPOga5t,Ink,['Coldplay'],2014,61,6,112.019,0.0661,228373,0.688,0.706,0,0.125,0.118,,1,0.0324,0.689
23khhseCLQqVMCIT1WMAns,Magic,['Coldplay'],2014,71,6,93.458,0.0262,285014,0.738,0.483,0,0.616,0.106,-8.915,0,0.0403,0.355
4GKk1uNzpxIptBuaY97Dkj,Midnight,['Coldplay'],2014,63,1,126.976,0.615,294667,0.548,0.475,0,0.808,0.0944,-12.42,1,0.0355,0.0349
77yuzxCS3csrgTPSW0pvyk,O,['Coldplay'],2014,63,10,92.022,0.911,323480,0.23,0.216,0,0.829,0.0934,-14.727,1,0.0376,0.0618
03T4ttRCiLXST6MZjeMwmR,Orphans,['Coldplay'],2019,70,11,107.975,0.0254,197533,0.503,0.808,0,0.00162,0.557,-5.051,0,0.045,0.283
6muOWhMh7Tf0UFUtMDBhUR,Orphans,['Coldplay'],2019,74,11,107.975,0.0254,197533,0.503,0.808,0,0.00162,0.557,-5.051,0,0.045,0.283
6nek1Nin9q48AVZcWs9e9D,Paradise,['Coldplay'],2011,77,5,139.627,0.0522,278719,0.449,0.585,0,8.49E-05,0.0833,-6.762,1,0.0268,0.203
0fQuzbQNLcD1ofo7B2NcFI,True Love,['Coldplay'],2014,58,11,119.994,0.00382,246000,0.482,0.574,0,0.08,0.123,-7.963,1,0.028,0.184
31L9yLXSj6LpCFupyMV6CR,Up&Up,['Coldplay'],2015,68,7,163.987,0.0485,405320,0.48,0.718,0,0.000343,0.102,-5.461,1,0.0603,0.252
5zyfzNnBzN7f7PVkJFnW2g,Us Against the World,['Coldplay'],2011,57,0,112.379,0.845,239767,0.511,0.304,0,1.03E-05,0.0741,-11.096,1,0.0279,0.195
0WyFpxYlBCgH1gMXd26OOr,Flatliner (feat. Dierks Bentley),"['Cole Swindell', 'Dierks Bentley']",2016,64,0,114.995,0.00434,177067,0.555,0.896,0,0,0.145,-3.295,1,0.0388,0.578
3OZVqx1YsqDDkxQ6TnmHtn,Ain't Worth the Whiskey,['Cole Swindell'],2014,62,2,153.712,0.042,191907,0.432,0.738,0,0,0.119,-3.91,1,0.0309,0.503
5Z19ylxppfnfdP4JH0u8oj,Break Up in the End,['Cole Swindell'],2018,66,1,86.422,0.481,199693,0.507,0.372,0,0,0.271,-8.433,1,0.0303,0.257
0Utg7sirTPqrs6Cx0FbriQ,Chillin' It,['Cole Swindell'],2014,64,9,137.982,0.511,196747,0.576,0.849,0,3.89E-05,0.109,-3.057,1,0.0386,0.666
0jgHUwPyki1mzZNErUhL96,Hey Y'all,['Cole Swindell'],2014,47,11,111.96,0.0103,169547,0.602,0.851,0,0,0.191,-2.706,1,0.0393,0.631
5BtS8w1kkjLV1BbvB0t12u,Hope You Get Lonely Tonight,['Cole Swindell'],2014,56,10,151.884,0.103,227987,0.45,0.795,0,0,0.166,-4.249,1,0.0355,0.364
3y1t2sEahs8idFz2tiYNPO,Let Me See Ya Girl,['Cole Swindell'],2014,61,6,92.99,0.254,187587,0.523,0.834,0,0,0.393,-3.561,1,0.0281,0.445
52MNypbTWiwybwzhXvsPk5,Love You Too Late,['Cole Swindell'],2018,66,9,113.95,0.00111,204720,0.542,0.797,0,0,0.0906,-4.45,0,0.0379,0.593
